"ID категории",Категория,ID,Название,"Название в чеке",Артикул,Штрихкод,"Цена продажи, ₽","Себестоимость, ₽","Единицы измерения для продажи","Единицы измерения для списания","Сколько единиц списания в единице продажи","Масса Нетто, гр.","Масса Брутто, гр.","Критический остаток","Желаемый остаток",Комментарий
1525984,Angiopharm,38201421,"CL09 Lactic acid cleansing gel, гель для умывания с молочной кислотой, 200мл","CL09 Lactic acid cleansing gel, гель для умывания с молочной кислотой, 200мл",,,2100,1050,шт.,шт.,1,0,0,4,0,
1525984,Angiopharm,38201481,"Active tonic, активный тоник для чувствительной кожи, 200мл","Active tonic, активный тоник для чувствительной кожи, 200мл",,,1600,0,шт.,шт.,1,0,0,0,0,
1525984,Angiopharm,38201601,"Salicylic tonic, тоник для проблемной кожи с салициловой кислотой, 200мл","Salicylic tonic, тоник для проблемной кожи с салициловой кислотой, 200мл",,,2350,0,шт.,шт.,1,0,0,5,0,
1525984,Angiopharm,38201652,"Liposomal retinol tonic, липосомальный тоник с ретинолом, 200мл","Liposomal retinol tonic, липосомальный тоник с ретинолом, 200мл",,,3800,1900,шт.,шт.,1,0,0,0,0,
1569759,Levissime,38415363,"Daily cream, защитный гель-крем для лица с SPF 50, 50мл","Daily cream, защитный гель-крем для лица с SPF 50, 50мл",,,3900,1950,шт.,шт.,1,0,0,0,0,
1525984,Angiopharm,39494514,"Anti couperose serum, антикуперозная сыворотка, 30 мл","Anti couperose serum, антикуперозная сыворотка, 30 мл",,,3200,1600,шт.,шт.,1,0,0,2,0,
1525984,Angiopharm,39494568,"AC02 Anti couperose tonic антикуперозный тоник, 150 мл","AC02 Anti couperose tonic антикуперозный тоник, 150 мл",,,2640,1320,шт.,шт.,1,0,0,5,0,
1525984,Angiopharm,39494634,"AC05 Anti couperose mask, успокаивающая антикуперозная маска, 75 мл","AC05 Anti couperose mask, успокаивающая антикуперозная маска, 75 мл",,,1950,975,шт.,шт.,1,0,0,5,0,
1525984,Angiopharm,39494676,"CL15 Enzyme powder wash, энзимная очищающая пудра, 40 г","CL15 Enzyme powder wash, энзимная очищающая пудра, 40 г",,,2100,1050,шт.,шт.,1,0,0,7,0,
1624716,"Renew systema",39662231,"Sun protector expert, Солнцезащитный крем с фактором защиты от солнца, 50 мл","Sun protector expert, Солнцезащитный крем с фактором защиты от солнца, 50 мл",,,3800,0,шт.,шт.,1,0,0,8,0,
1624720,Skinosophy,39662274,"Drainage azulene mask Дренажная азуленовая маска, 75мл","Drainage azulene mask Дренажная азуленовая маска, 75мл",,,2800,0,шт.,шт.,1,0,0,1,0,
1525984,Angiopharm,39855595,"Lamerllar regenerating cream, ламеллярный регенерирующий крем, 30мл.","Lamerllar regenerating cream, ламеллярный регенерирующий крем, 30мл.",,,2700,0,шт.,шт.,1,0,0,0,0,
1624716,"Renew systema",39907570,"Sun Protector + BB cream SPF 50, профессиональный ВВ крем с широким спектром защиты, 50мл.","Sun Protector + BB cream SPF 50, профессиональный ВВ крем с широким спектром защиты, 50мл.",,,3800,0,шт.,шт.,1,0,0,9,0,
1368146,"Абонементы Сеть Студия косметологии и лазерной эпиляции",42315162,"Массаж сферами 10 процедур","Массаж сферами",,,23800,0,шт.,шт.,1,0,0,0,0,
1368146,"Абонементы Сеть Студия косметологии и лазерной эпиляции",42315297,"Массаж сферами 5 процедур","Массаж сферами 5 процедур",,,11900,0,шт.,шт.,1,0,0,0,0,
1525984,Angiopharm,42360933,"MS11 Moisturizing tonic увлажняющий тоник, 200мл","MS11 Moisturizing tonic увлажняющий тоник, 200мл",,,1600,800,шт.,шт.,1,0,0,0,0,
1525984,Angiopharm,42658467,"AA12 Anti acne tonic тоник для проблемной кожи, 200мл","AA12 Anti acne tonic тоник для проблемной кожи, 200мл",,,2500,1250,шт.,шт.,1,0,0,3,0,
1525984,Angiopharm,42660459,"Mature skin cream 50мл,  крем для зрелой кожи",,,,2600,1300,шт.,шт.,1,0,0,0,0,
1525984,Angiopharm,44104974,"AA02 Salicylic toner 2%, салициловый тонер 2% 100мл","AA02 Salicylic toner 2%, салициловый тонер 2% 100мл",,,2200,0,шт.,шт.,1,0,0,0,0,
1525984,Angiopharm,44105058,"AC03 Anti couperose cream, Антикуперозный крем для лица 50мл","AC03 Anti couperose cream, Антикуперозный крем для лица 50мл",,,3060,1530,шт.,шт.,1,0,0,5,0,
1525984,Angiopharm,44166006,"RS02 Anti age cream mild, крем омолаживающий с комплексом ретиноидов MILD, 50мл","RS02 Anti age cream mild, крем омолаживающий с комплексом ретиноидов MILD, 50мл",,,5800,2900,шт.,шт.,1,0,0,0,0,
1525984,Angiopharm,44166501,"HPR eye cream, крем для кожи вокруг глаз с HPR, 30мл","HPR eye cream, крем для кожи вокруг глаз с HPR, 30мл",,,4800,2400,шт.,шт.,1,0,0,0,0,
1511296,"Сертификаты Сеть Студия косметологии и лазерной эпиляции",45193461,"Сертификат 30000руб","Сертификат 30000руб",,,30000,0,шт.,шт.,1,0,0,0,0,
1368146,"Абонементы Сеть Студия косметологии и лазерной эпиляции",45754454,"Массаж лица пластический + ШГО (10 посещений)","Массаж лица пластический + ШГО (10 посещений)",,,22500,0,шт.,шт.,1,0,0,0,0,
1368146,"Абонементы Сеть Студия косметологии и лазерной эпиляции",45760014,"Комбо-лифтинг 5 процедур","Комбо-лифтинг 5 процедур",,,22500,0,шт.,шт.,1,0,0,0,0,
1368146,"Абонементы Сеть Студия косметологии и лазерной эпиляции",45763494,"Пакет Премиум 5 процедур","Пакет Премиум 5 процедур",,,20700,0,шт.,шт.,1,0,0,0,0,
1368146,"Абонементы Сеть Студия косметологии и лазерной эпиляции",45763572,"Пакет Стандарт 5 процедур","Пакет Стандарт 5 процедур",,,16650,0,шт.,шт.,1,0,0,0,0,
1368146,"Абонементы Сеть Студия косметологии и лазерной эпиляции",45763605,"Пакет Лайт 5 процедур","Пакет Лайт 5 процедур",,,12150,0,шт.,шт.,1,0,0,0,0,
1368146,"Абонементы Сеть Студия косметологии и лазерной эпиляции",45763772,"Массаж Тринити терапия 6 процедур","Массаж Тринити терапия 6 процедур",,,18900,0,шт.,шт.,1,0,0,0,0,
1368146,"Абонементы Сеть Студия косметологии и лазерной эпиляции",45763778,"Массаж Тринити терапия 12 процедур","Массаж Тринити терапия 12 процедур",,,37800,0,шт.,шт.,1,0,0,0,0,
1368146,"Абонементы Сеть Студия косметологии и лазерной эпиляции",45937616,"Пилинг поверхностный 5 процедур","Пилинг поверхностный 5 процедур",,,15750,0,шт.,шт.,1,0,0,0,0,
1368146,"Абонементы Сеть Студия косметологии и лазерной эпиляции",45937653,"Пилинг срединный и с эффектом биоревитализации 5 процедур","Пилинг срединный и с эффектом биоревитализации 5 процедур",,,20250,0,шт.,шт.,1,0,0,0,0,
1368146,"Абонементы Сеть Студия косметологии и лазерной эпиляции",46085554,"Ручной массаж тела оздоровительный 60 мин 5 процедур","Ручной массаж тела оздоровительный 5 процедур",,,15750,0,шт.,шт.,1,0,0,0,0,
1525984,Angiopharm,47292552,"AO06 Antioxidant vitamin mask, антиоксидантная маска с витаминами А,Е,С, 75мл.","AO06 Antioxidant vitamin mask, антиоксидантная маска с витаминами А,Е,С, 75мл.",,,2780,1390,шт.,шт.,1,0,0,0,0,
1525984,Angiopharm,47292624,"AHA - GEL, очищающий A.H.A - гель, 75мл.","AHA - GEL, очищающий A.H.A - гель, 75мл.",,,2700,0,шт.,шт.,1,0,0,0,0,
1525984,Angiopharm,47292645,"Anti aging mask, омолаживающая маска, 75мл.","Anti aging mask, омолаживающая маска, 75мл.",,,2150,1075,шт.,шт.,1,0,0,0,0,
1525984,Angiopharm,47292738,"MS07 Moisturizing cream, увлажняющий крем для лица, 200мл.","MS07 Moisturizing cream, увлажняющий крем для лица, 200мл.",,,6400,3200,шт.,шт.,1,0,0,0,0,
1525984,Angiopharm,47292759,"Moisturizing tonic увлажняющий тоник, 400мл","Moisturizing tonic увлажняющий тоник, 400мл",,,2780,0,шт.,шт.,1,0,0,0,0,
1525984,Angiopharm,47292921,"Oily sensitive skin cream, легкий крем для чувствительной кожи, 50мл.","Oily sensitive skin cream, легкий крем для чувствительной кожи, 50мл.",,,3900,0,шт.,шт.,1,0,0,0,0,
1525984,Angiopharm,47293077,"Copper peptide serum, сыворотка с пептидами меди, 30мл.","Copper peptide serum, сыворотка с пептидами меди, 30мл.",,,4150,0,шт.,шт.,1,0,0,0,0,
1525984,Angiopharm,47293089,"MS03 Moisturizing serum, увлажняющая сыворотка, 30мл.","MS03 Moisturizing serum, увлажняющая сыворотка, 30мл.",,,2800,1400,шт.,шт.,1,0,0,0,0,
1525984,Angiopharm,47293104,"CT01 Lamellar cream for combination skin, Ламеллярный кремя для комбинированной кожи 50мл","CT01 Lamellar cream for combination skin, Ламеллярный кремя для комбинированной кожи 50мл",,,3300,1650,шт.,шт.,1,0,0,0,0,
1525984,Angiopharm,47293131,"RR01 Photoaging correction serum, сыворотка для коррекции фотостарения, 30мл.","RR01 Photoaging correction serum, сыворотка для коррекции фотостарения, 30мл.",,,3900,1950,шт.,шт.,1,0,0,0,0,
1525984,Angiopharm,47293149,"Anti acne cream gel, крем-гель для проблемной кожи, 50мл","Anti acne cream gel, крем-гель для проблемной кожи, 50мл",,,2900,1450,шт.,шт.,1,0,0,0,0,
1525984,Angiopharm,47649954,"AG08 Tranexamic cream, крем с транексамовой кислотой, 50мл","AG08 Tranexamic cream, крем с транексамовой кислотой, 50мл",,,5600,0,шт.,шт.,1,0,0,0,0,
1368146,"Абонементы Сеть Студия косметологии и лазерной эпиляции",47703033,"Массаж спины 10 сеансов","Массаж спины 10 сеансов",,,19550,0,шт.,шт.,1,0,0,0,0,
1368146,"Абонементы Сеть Студия косметологии и лазерной эпиляции",48380160,"Массаж спины 5 сеансов","Массаж спины 5 сеансов",,,10350,0,шт.,шт.,1,0,0,0,0,
1511296,"Сертификаты Сеть Студия косметологии и лазерной эпиляции",48406569,"Сертификат 2000руб","Сертификат 2000руб",,,2000,0,шт.,шт.,1,0,0,0,0,
1368146,"Абонементы Сеть Студия косметологии и лазерной эпиляции",48455391,"Массаж шейно-грудного отдела 5 сеансов","Массаж шейно-грудного отдела 5 сеансов",,,7200,0,шт.,шт.,1,0,0,0,0,
1525984,Angiopharm,50830839,"PL02 Weekend peeling pH 3.0-3.5, пилинг выходного дня, 15мл.","PL02 Weekend peeling pH 3.0-3.5, пилинг выходного дня, 15мл.",,,2100,1050,шт.,шт.,1,0,0,0,0,
1525984,Angiopharm,50927703,"Radiance cream Осветляющий крем 50 мл","Radiance cream Осветляющий крем 50 мл",,,3800,0,шт.,шт.,1,0,0,0,0,
1525984,Angiopharm,50930502,"Drainage serum Дренажная сыворотка 30 мл","Drainage serum Дренажная сыворотка 30 мл",,,4320,2160,шт.,шт.,1,0,0,0,0,
1525984,Angiopharm,50930688,"SPF02 Sunscreen matrix cream SPF50 солнцезащитный крем, 50мл","SPF02 Sunscreen matrix cream SPF50 солнцезащитный крем, 50мл",,,3000,1500,шт.,шт.,1,0,0,1,0,
1525984,Angiopharm,50930808,"CL16 Refining skin polish, крем-гоммаж с полирующим эффектом, 75мл","CL16 Refining skin polish, крем-гоммаж с полирующим эффектом, 75мл",,,1960,980,шт.,шт.,1,0,0,0,0,
1525984,Angiopharm,50932500,"RR02 Radiance tonic осветляющий тоник, 150мл","RR02 Radiance tonic осветляющий тоник, 150мл",,,2600,1300,шт.,шт.,1,0,0,3,0,
1525984,Angiopharm,51157278,"AG19 Toning lotion тонизирующий лосьон, 200мл","AG19 Toning lotion тонизирующий лосьон, 200мл",,,1900,800,шт.,шт.,1,0,0,3,0,
1511296,"Сертификаты Сеть Студия косметологии и лазерной эпиляции",51480621,"Сертификат 6000","Сертификат 6000",,,6000,0,шт.,шт.,1,0,0,100,100,
2071107,"Set Cabinet",51784074,"Set Cabinet Крем для лица SPF 50","Set Cabinet Крем для лица SPF 50",,,1900,949,шт.,шт.,1,0,0,3,0,
1525986,Sesderma,51793446,"Sensyses HYALURONIC | Cleanser Очищающий тоник для лица 200мл","Sensyses HYALURONIC | Cleanser Очищающий тоник для лица 200мл",,,2800,1800,шт.,шт.,1,0,0,3,0,
1525986,Sesderma,51793476,"Azelac | Lotion Тоник для лица 100мл.","Azelac | Lotion Тоник для лица 100мл.",,,2800,1800,шт.,шт.,1,0,0,3,0,
1525986,Sesderma,51793551,"Sensyses CLASSIC | Cleanser Очищающий тоник для лица 200мл","Sensyses CLASSIC | Cleanser Очищающий тоник для лица 200мл",,,2800,1800,шт.,шт.,1,0,0,3,0,
1525986,Sesderma,51793572,"Sensyses LIGHTENING | Cleanser Очищающий тоник для лица 250мл","Sensyses LIGHTENING | Cleanser Очищающий тоник для лица 250мл",,,3200,1800,шт.,шт.,1,0,0,3,0,
1525986,Sesderma,51793584,"Sensyses SEBUM | Cleanser Очищающий тоник для лица 200мл","Sensyses SEBUM | Cleanser Очищающий тоник для лица 200мл",,,3200,1800,шт.,шт.,1,0,0,3,0,
1525986,Sesderma,51793590,"Repaskin | Invisible Light Texture SPF50 Легкий солнцезащитный крем для лица 50мл.","Repaskin | Invisible Light Texture SPF50 Легкий солнцезащитный крем для лица 50мл.",,,4800,2800,шт.,шт.,1,0,0,3,0,
1525986,Sesderma,51793593,"Repaskin | Tranparent spray SPF50 Солнцезащитный спрей для тела SPF50 200мл.","Repaskin | Tranparent spray SPF50 Солнцезащитный спрей для тела SPF50 200мл.",,,5200,3800,шт.,шт.,1,0,0,3,0,
1525986,Sesderma,51793638,"Bronzecran | Protective Stick SPF50 Солнцезащитный карандаш для лица 10мл.","Bronzecran | Protective Stick SPF50 Солнцезащитный карандаш для лица 10мл.",,,3200,1800,шт.,шт.,1,0,0,3,0,
2069772,Mediderma,51793659,"Sunyses MD | Sun Cream SPF50 Солнцезащитный крем SPF50 30мл.","Sunyses MD | Sun Cream SPF50 Солнцезащитный крем SPF50 30мл.",,,5800,3800,шт.,шт.,1,0,0,3,0,
2069772,Mediderma,51793692,"Purifying Control | Cleansing Mousse Мусс для умывания 200мл","Purifying Control | Cleansing Mousse Мусс для умывания 200мл",,,3200,1800,шт.,шт.,1,0,0,0,0,
2069772,Mediderma,51793707,"Hylanses MD | Cleanses Mousse Мусс для умывания 200мл","Hylanses MD | Cleanses Mousse Мусс для умывания 200мл",,,3200,1800,шт.,шт.,1,0,0,0,0,
1525986,Sesderma,51793758,"Salises | Cleansing Cream-Foamy soap Пенка для умывания 250мл","Salises | Cleansing Cream-Foamy soap Пенка для умывания 250мл",,,2800,1800,шт.,шт.,1,0,0,0,0,
1525986,Sesderma,51793782,"Salises | Dermatological Soap bar Мыло для умывания 100гр","Salises | Dermatological Soap bar Мыло для умывания 100гр",,,2800,1800,шт.,шт.,1,0,0,0,0,
1525986,Sesderma,51793881,"Mandelac | Moisturising gel  Увлажняющий гель для лица 50мл.","Mandelac | Moisturising gel  Увлажняющий гель для лица 50мл.",,,7200,5200,шт.,шт.,1,0,0,0,0,
1525986,Sesderma,51793884,"Juveses Teens | Cream-Gel Крем-гель для лица 50мл.","Juveses Teens | Cream-Gel Крем-гель для лица 50мл.",,,4800,2800,шт.,шт.,1,0,0,3,0,
1525986,Sesderma,51793914,"Hidraderm TRX | Whitening Cream-Gel Осветляющий крем-гель для лица 50мл","Hidraderm TRX | Whitening Cream-Gel Осветляющий крем-гель для лица 50мл",,,6800,4800,шт.,шт.,1,0,0,3,0,
1525986,Sesderma,51793947,"C-Vit Radiance | Glowimg fluid Сияющий флюид для лица 50мл.","C-Vit Radiance | Glowimg fluid Сияющий флюид для лица 50мл.",,,5800,3800,шт.,шт.,1,0,0,0,0,
1525986,Sesderma,51793956,"Salises | Moisturising Cream Увлажняющий крем для лица 50мл.","Salises | Moisturising Cream Увлажняющий крем для лица 50мл.",,,6800,4800,шт.,шт.,1,0,0,3,0,
1525986,Sesderma,51793965,"Retisil | Intensive Pro-aging Cream Крем для возрастной кожи 50мл.","Retisil | Intensive Pro-aging Cream Крем для возрастной кожи 50мл.",,,7500,5200,шт.,шт.,1,0,0,3,0,
1525986,Sesderma,51793980,"Acglicolic | Moisturising Cream SPF15 Увлажняющий крем для лица SPF15 50мл.","Acglicolic | Moisturising Cream SPF15 Увлажняющий крем для лица SPF15 50мл.",,,6800,4800,шт.,шт.,1,0,0,3,0,
2069772,Mediderma,51793998,"Redness Control | Sensitive Cream Крем для чувствительной кожи","Redness Control | Sensitive Cream Крем для чувствительной кожи",,,7200,5800,шт.,шт.,1,0,0,3,0,
1525986,Sesderma,51794031,"Retiage 3 Retinol system | Anti-aging Cream-Gel Крем для возрастной кожи 50мл.","Retiage 3 Retinol system | Anti-aging Cream-Gel Крем для возрастной кожи 50мл.",,,7500,5200,шт.,шт.,1,0,0,3,0,
1525986,Sesderma,51794049,"Sespanthenol | Cream-Gel Крем-гель для лица 100мл.","Sespanthenol | Cream-Gel Крем-гель для лица 100мл.",,,6800,5800,шт.,шт.,1,0,0,3,0,
2069772,Mediderma,51794055,"Purifying Control | Intensive Night gel Ночной гель для лица 30мл.","Purifying Control | Intensive Night gel Ночной гель для лица 30мл.",,,7200,4800,шт.,шт.,1,0,0,3,0,
1525986,Sesderma,51794127,"Azelac RU | Luminous fluid cream SPF50 Крем для лица с азелаиновой кислотой 2в1 SPF50 50 мл.","Azelac RU | Luminous fluid cream SPF50 Крем для лица с азелаиновой кислотой 2в1 SPF50 50 мл.",,,6800,4800,шт.,шт.,1,0,0,3,0,
2069772,Mediderma,51794139,"Hylanses MD | Hydration Cream-Gel Увлажняющий крем-гель 50мл.","Hylanses MD | Hydration Cream-Gel Увлажняющий крем-гель 50мл.",,,6800,4800,шт.,шт.,1,0,0,3,0,
2069772,Mediderma,51794148,"Sens-Age MD | AMC Activator Cream Крем для возрастной кожи с ретинолом 50мл.","Sens-Age MD | AMC Activator Cream Крем для возрастной кожи с ретинолом 50мл.",,,7500,5200,шт.,шт.,1,0,0,3,0,
1525986,Sesderma,51794157,"Hidraderm TRX | Liposomal Serum Сыворотка для лица 30мл.","Hidraderm TRX | Liposomal Serum Сыворотка для лица 30мл.",,,7500,5200,шт.,шт.,1,0,0,3,0,
1525986,Sesderma,51794166,"C-Vit | Liposomal Serum Сыворотка для лица 30мл.","C-Vit | Liposomal Serum Сыворотка для лица 30мл.",,,7200,4800,шт.,шт.,1,0,0,3,0,
2069772,Mediderma,51794181,"C-Defense MD | Eye Cream Крем для кожи вокруг глаз 15мл.","C-Defense MD | Eye Cream Крем для кожи вокруг глаз 15мл.",,,4800,3800,шт.,шт.,1,0,0,3,0,
1525986,Sesderma,51794187,"Hidraloe | Eye Cream 15ml Крем для кожи вокруг глаз 15мл.","Hidraloe | Eye Cream 15ml Крем для кожи вокруг глаз 15мл.",,,2800,1800,шт.,шт.,1,0,0,3,0,
1525986,Sesderma,51794196,"Sesretinal | Eye gel 15ml Крем для кожи вокруг глаз 15мл.","Sesretinal | Eye gel 15ml Крем для кожи вокруг глаз 15мл.",,,4800,3800,шт.,шт.,1,0,0,3,0,
1525986,Sesderma,51794214,"Salises | Astringent Mask Маска для лица 75мл.","Salises | Astringent Mask Маска для лица 75мл.",,,3800,2800,шт.,шт.,1,0,0,3,0,
1569759,Levissime,51806886,"Sleeping eye mask Ночная маска для глаз 30 мл","Sleeping eye mask Ночная маска для глаз 30 мл",,,2900,1450,шт.,шт.,1,0,0,0,0,
1569759,Levissime,51806916,"Multiactive cream укрепляющий крем мультиактив 50мл","Multiactive cream укрепляющий крем мультиактив 50мл",,,3400,1700,шт.,шт.,1,0,0,0,0,
1569759,Levissime,51806967,"Альгинатная маска с вит.С","Альгинатная маска с вит.С",,,500,0,шт.,шт.,1,0,0,0,0,
1525984,Angiopharm,51808176,"Дорожный набор (Тоник 50мл + гель для умывания 50мл)","Дорожный набор (Тоник 50мл + гель для умывания 50мл)",,,1800,900,шт.,шт.,1,0,0,0,0,
2070603,Zorya,51817236,"Маска питательная липидно-протеиновая для волос, 250мл","Маска питательная липидно-протеиновая для волос, 250мл",,,1070,534,шт.,шт.,1,250,250,0,0,
2070603,Zorya,51817278,"Шампунь восстанавливающий для волос, 250мл","Шампунь восстанавливающий для волос, 250мл",,,1070,534,шт.,шт.,1,250,250,0,0,
2070603,Zorya,51817335,"Пудра энзимная для умывания, 150мл","Пудра энзимная для умывания, 150мл",,,1230,617,шт.,шт.,1,160,160,0,0,
2070603,Zorya,51817338,"Пенка для умывания бессульфатная успокаивающая, 160мл","Пенка для умывания бессульфатная успокаивающая, 160мл",,,1230,617,шт.,шт.,1,160,160,0,0,
2070603,Zorya,51817341,"Крем-сыворотка омолаживающая с пептидами, 50мл","Крем-сыворотка омолаживающая с пептидами, 50мл",,,1230,617,шт.,шт.,1,50,50,0,0,
